,statefy,appno,fullstate,saa,applname,appladdress,applcity,applstate,applzip,zipfour,applstatus,applduns,applinst,insttype,appldisc,neaprimoutcome,congdistr,projdisc,majdisc,disctype,acttype,pdcpt,artsed,artsedname,individnum,artistsnum,youthben,grace,prace,amtrequest,applaward,amtspent,expenses,revenue,inkindctrb,neashare,saashare,othershare,neaprog,msatype,instname,actname,discname,neaprimoutcomename,tigercong,cdsession,county,idein,adultsengaged,childrenengaged,popbenrace,popbenage,popbendistinct,hobie,uniqueid,xlongitude,ylatitude,CityExistsInExcel,artsednew,G_popbenrace,N_popbenrace,W_popbenrace,B_popbenrace,H_popbenrace,-1_popbenrace,P_popbenrace,A_popbenrace,SAP_neaprog,-1_neaprog,PAU_neaprog,PAE_neaprog,PAC_neaprog,POL_neaprog,PAM_neaprog,AES_neaprog,PA_neaprog,P_neaprog,P_pdcpt,Y_pdcpt,I_pdcpt,A_pdcpt,G_popbendist,-1_popbendist,D_popbendist,P_popbendist,Y_popbendist,M_popbendist,E_popbendist,I_popbendist,1_popbenage,-1_popbenage,2_popbenage,3_popbenage,4_popbenage,9_popbenage
621,2020,2020OK00452,Oklahoma,OK,JONES HIGH SCHOOL (JONES PSD),304 DR LEE SIMMONS,jones,OK,73049,     ,5,126984905,23,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,38.0,,,500,500,349,349,349,0.0,0,349,0,-1,M,Secondary School,Arts Instruction,Visual Arts,Learning,5.0,116.0,Oklahoma,730757589.0,-1.0,38.0,W,1,G,    ,GR13-20-5368-8284 ,-97.289089,35.561963,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
622,2020,2020OK00195,Oklahoma,OK,KEY ELEMENTARY (TULSA PSD),5702 S IRVINGTON AVE,tulsa,OK,74135,     ,5,MM6THBDL1CT,21,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,700.0,,,500,500,349,349,349,0.0,0,349,0,-1,M,Elementary School,Arts Instruction,Visual Arts,Learning,1.0,116.0,Tulsa,736021242.0,-1.0,700.0,BHW,1,DEP,    ,GR13-20-5321-8236 ,-95.912348,36.081658,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
623,2020,2020OK00453,Oklahoma,OK,KIDSALIVE!,PO BOX 2994,oklahoma city,OK,73101,     ,2,37963336,6,ART,4,,,4,4,Performing Arts  ,11,,2,Some AE: General,10,0,122.0,,,2500,2500,2500,2500,2500,0.0,2500,0,0,-1,M,Perf Group: Youth,Operating Support,Theatre,Creation,5.0,116.0,Oklahoma,821671998.0,10.0,122.0,W,1,D,    ,GR15-20-5767-8854 ,-97.5137,35.4676,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
624,2020,2020OK00454,Oklahoma,OK,KINGFISHER HIGH SCHOOL (KINGFISHER PSD),1500 S 13TH ST,kingfisher,OK,73750,     ,5,43338451,23,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,3,130,260.0,,,2500,2500,2500,2850,2500,0.0,0,2500,0,-1,OM,Secondary School,Arts Instruction,Visual Arts,Learning,3.0,116.0,Kingfisher,521690061.0,3.0,260.0,HW,1,G,    ,GR5-20-5284-8198  ,-97.941617,35.843876,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
625,2020,2020OK00455,Oklahoma,OK,"LAKE EUFAULA PLAYHOUSE, INC.",PO BOX 764,eufaula,OK,74432,     ,2,81543648,5,ART,4,,,4,4,Performing Arts  ,5,,1,Arts Ed: General,205,30,51.0,,,2500,2500,2099,4449,2350,0.0,0,2099,0,-1,OM,Perf Group: Community,Performance/Reading,Theatre,Engagement,2.0,116.0,McIntosh,46421862.0,205.0,51.0,NW,1020304,G,    ,GR1-20-5131-7992  ,-95.5835,35.2863,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
626,2020,2020OK00457,Oklahoma,OK,LAKEVIEW ELEMENTARY (NORMAN PSD),3310 108TH AVE NE,norman,OK,73026,     ,5,20711842,21,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,20,1,430.0,,,2475,2475,2475,2750,2475,0.0,0,2475,0,-1,M,Elementary School,Arts Instruction,Visual Arts,Learning,4.0,116.0,Cleveland,736021052.0,20.0,430.0,W,1,P,    ,GR5-20-5424-8341  ,-97.283904,35.258334,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
627,2020,2020OK00456,Oklahoma,OK,LAKEVIEW ELEMENTARY (NORMAN PSD),3310 108TH AVE NE,norman,OK,73026,     ,5,20711842,21,EDU,14,,,6,6,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,430.0,,,500,500,500,500,500,0.0,0,500,0,-1,M,Elementary School,Arts Instruction,Design Arts,Learning,4.0,116.0,Cleveland,736021052.0,-1.0,430.0,HW,1,DP,    ,GR13-20-5335-8251 ,-97.283904,35.258334,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
628,2020,2020OK00458,Oklahoma,OK,LATIMER COUNTY ARTS COUNCIL,PO BOX 553,wilburton,OK,74578,     ,2,832490515,16,ART,14,,,4,4,Performing Arts  ,5,,2,Some AE: General,450,50,100.0,,,2500,2500,2500,10986,5986,2500.0,0,2500,0,-1,OM,Arts Council/Agency,Performance/Reading,Theatre,Engagement,2.0,116.0,Latimer,743231506.0,450.0,100.0,G,1020304,DIMP,    ,GR1-20-5137-7997  ,-95.3072,34.9191,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0
629,2020,2020OK00459,Oklahoma,OK,LAWTON ARTS & HUMANITIES COUNCIL,PO BOX 1054,lawton,OK,73502,     ,2,826174773,16,ART,14,,,2,2,Performing Arts  ,8,,99,Not Arts Ed,15600,217,10400.0,,,20000,14000,14000,160000,66925,79075.0,0,14000,0,-1,M,Arts Council/Agency,Fair/Festival,Music,Engagement,4.0,116.0,Comanche,736005287.0,15600.0,10400.0,G,10203,MPY,    ,GR2-20-5036-7792  ,-98.4203,34.6169,1,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
630,2020,2020OK00460,Oklahoma,OK,LAWTON ARTS & HUMANITIES COUNCIL,PO BOX 1054,lawton,OK,73502,     ,2,826174773,16,ART,14,,,4,4,Performing Arts  ,5,,99,Not Arts Ed,362,13,1088.0,,,4000,1500,1500,10690,5135,4055.0,0,1500,0,-1,M,Arts Council/Agency,Performance/Reading,Theatre,Engagement,4.0,116.0,Comanche,736005287.0,362.0,1088.0,ABNW,103,G,    ,GR2-20-5036-7801  ,-98.4203,34.6169,1,99,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
631,2020,2020OK00341,Oklahoma,OK,LAWTON COMMUNITY THEATRE,PO BOX 42,lawton,OK,73502,     ,2,UYKAR4LFYAF,5,ART,4,,,3,3,Performing Arts  ,11,,2,Some AE: General,3073,216,2649.0,,,7500,7500,7500,7500,7500,0.0,7500,0,0,-1,M,Perf Group: Community,Operating Support,Opera/Mus. Theatre,Creation,4.0,116.0,Comanche,237335335.0,3073.0,2649.0,HW,10304,G,    ,GR16-20-5774-8861 ,-98.4203,34.6169,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
632,2020,2020OK00342,Oklahoma,OK,LAWTON COMMUNITY THEATRE,PO BOX 42,lawton,OK,73502,     ,2,UYKAR4LFYAF,5,ART,4,,,3,3,Performing Arts  ,5,,2,Some AE: General,7440,216,5345.0,,,28623,28623,28623,288000,288000,0.0,24500,4123,0,-1,M,Perf Group: Community,Performance/Reading,Opera/Mus. Theatre,Engagement,4.0,116.0,Comanche,237335335.0,7440.0,5345.0,HW,10203,G,    ,GR3-20-5198-8093  ,-98.4203,34.6169,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
633,2020,2020OK00377,Oklahoma,OK,LAWTON PHILHARMONIC SOCIETY,PO BOX 1473,lawton,OK,73502,     ,2,XE3LMKQAB55,5,ART,2,,,2,2,Performing Arts  ,5,,2,Some AE: General,498,46,276.0,,,16587,5500,5500,72901,54036,13365.0,0,5500,0,-1,M,Perf Group: Community,Performance/Reading,Music,Engagement,4.0,116.0,Comanche,736103649.0,498.0,276.0,G,9,G,    ,GR2-20-5042-7805  ,-98.4203,34.6169,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
634,2020,2020OK00378,Oklahoma,OK,LAWTON PHILHARMONIC SOCIETY,PO BOX 1473,lawton,OK,73502,     ,2,XE3LMKQAB55,5,ART,2,,,2,2,Performing Arts  ,5,,99,Not Arts Ed,0,83,0.0,,,20272,6000,5100,41577,33177,2400.0,0,5100,0,-1,M,Perf Group: Community,Performance/Reading,Music,Engagement,4.0,116.0,Comanche,736103649.0,0.0,0.0,G,9,G,    ,GR2-20-5042-7806  ,-98.4203,34.6169,1,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
635,2020,2020OK00376,Oklahoma,OK,LAWTON PHILHARMONIC SOCIETY,PO BOX 1473,lawton,OK,73502,     ,2,XE3LMKQAB55,5,ART,2,,,2,2,Performing Arts  ,5,,99,Not Arts Ed,544,31,256.0,,,7908,4000,4000,61789,44778,13011.0,0,4000,0,-1,M,Perf Group: Community,Performance/Reading,Music,Engagement,4.0,116.0,Comanche,736103649.0,544.0,256.0,G,9,G,    ,GR2-20-5042-7804  ,-98.4203,34.6169,1,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
636,2020,2020OK00379,Oklahoma,OK,LAWTON PHILHARMONIC SOCIETY,PO BOX 1473,lawton,OK,73502,     ,2,XE3LMKQAB55,5,ART,2,,,2,2,Performing Arts  ,5,,1,Arts Ed: General,40,-1,3188.0,,,5000,5000,5000,12474,5985,1489.0,0,0,5000,-1,M,Perf Group: Community,Performance/Reading,Music,Learning,4.0,116.0,Comanche,736103649.0,40.0,3188.0,G,102,DM,    ,GR14-20-5547-8580 ,-98.4203,34.6169,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
637,2020,2020OK00380,Oklahoma,OK,LAWTON PHILHARMONIC SOCIETY,PO BOX 1473,lawton,OK,73502,     ,2,XE3LMKQAB55,5,ART,2,,,2,2,Performing Arts  ,11,,2,Some AE: General,327,39,3388.0,,,2500,2500,2500,2500,2500,0.0,2500,0,0,-1,M,Perf Group: Community,Operating Support,Music,Creation,4.0,116.0,Comanche,736103649.0,327.0,3388.0,G,104,G,    ,GR16-20-5738-8825 ,-98.4203,34.6169,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
638,2020,2020OK00461,Oklahoma,OK,LEE ELEMENTARY SCHOOL (PAULS VALLEY PSD),PO BOX 780,pauls valley,OK,73075,     ,5,123903205,21,EDU,14,,,7,7,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,200.0,,,500,500,470,470,470,0.0,0,470,0,-1,OM,Elementary School,Arts Instruction,Crafts,Learning,4.0,116.0,Garvin,736021092.0,-1.0,200.0,HNW,1,P,    ,GR13-20-5394-8310 ,-97.2203,34.7399,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
639,2020,2020OK00057,Oklahoma,OK,"LINCOLN COUNTY ON-STAGE, INC.",PO BOX 448,chandler,OK,74834,     ,2,ETZ3ZRTZ5N1,5,ART,4,,,4,4,Performing Arts  ,5,,1,Arts Ed: General,300,78,150.0,,,2000,2000,2000,93573,4648,86925.0,0,2000,0,-1,OM,Perf Group: Community,Performance/Reading,Theatre,Engagement,3.0,116.0,Lincoln,731154694.0,300.0,150.0,G,10304,G,    ,GR2-20-5069-7875  ,-96.8816,35.7013,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
640,2020,2020OK00058,Oklahoma,OK,"LINCOLN COUNTY ON-STAGE, INC.",PO BOX 448,chandler,OK,74834,     ,2,ETZ3ZRTZ5N1,5,ART,4,,,4,4,Performing Arts  ,5,,99,Not Arts Ed,250,16,50.0,,,1500,1400,1400,30389,4642,24347.0,0,1400,0,-1,OM,Perf Group: Community,Performance/Reading,Theatre,Engagement,3.0,116.0,Lincoln,731154694.0,250.0,50.0,G,304,G,    ,GR2-20-5069-7881  ,-96.8816,35.7013,1,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
641,2020,2020OK00059,Oklahoma,OK,"LINCOLN COUNTY ON-STAGE, INC.",PO BOX 448,chandler,OK,74834,     ,2,ETZ3ZRTZ5N1,5,ART,4,,,4,4,Performing Arts  ,11,,2,Some AE: General,350,60,125.0,,,2500,2500,2500,2500,2500,0.0,2500,0,0,-1,OM,Perf Group: Community,Operating Support,Theatre,Creation,3.0,116.0,Lincoln,731154694.0,350.0,125.0,G,10304,G,    ,GR15-20-5692-8778 ,-96.8816,35.7013,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
642,2020,2020OK00145,Oklahoma,OK,"LIVING ARTS OF TULSA, INC.",307 E BRADY ST,tulsa,OK,74120,     ,2,K98QFC1E7LV,15,ART,14,,,5,5,Visual Arts      ,20,,1,Arts Ed: General,1500,100,3500.0,,,7000,6000,6000,18000,12000,0.0,0,6000,0,-1,M,Arts Center,School Residency,Visual Arts,Learning,1.0,116.0,Tulsa,237394502.0,1500.0,3500.0,G,1,G,    ,GR2-20-5057-7903  ,-95.98986,36.159916,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
643,2020,2020OK00143,Oklahoma,OK,"LIVING ARTS OF TULSA, INC.",307 E BRADY ST,tulsa,OK,74120,     ,2,K98QFC1E7LV,15,ART,14,,,1,1,Performing Arts  ,8,,99,Not Arts Ed,7000,300,2500.0,,,10000,6000,6000,12370,6370,0.0,0,6000,0,-1,M,Arts Center,Fair/Festival,Dance,Engagement,1.0,116.0,Tulsa,237394502.0,7000.0,2500.0,G,9,G,    ,GR2-20-5057-7874  ,-95.98986,36.159916,1,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
644,2020,2020OK00144,Oklahoma,OK,"LIVING ARTS OF TULSA, INC.",307 E BRADY ST,tulsa,OK,74120,     ,2,K98QFC1E7LV,15,ART,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,10000,300,8000.0,,,10000,4000,4000,12000,8000,0.0,0,4000,0,-1,M,Arts Center,Arts Instruction,Visual Arts,Learning,1.0,116.0,Tulsa,237394502.0,10000.0,8000.0,G,9,G,    ,GR2-20-5057-7899  ,-95.98986,36.159916,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
645,2020,2020OK00146,Oklahoma,OK,"LIVING ARTS OF TULSA, INC.",307 E BRADY ST,tulsa,OK,74120,     ,2,K98QFC1E7LV,15,ART,14,,,14,14,Multidisciplinary,11,,2,Some AE: General,100,34,35.0,,,2500,2500,2500,2500,2500,0.0,2500,0,0,-1,M,Arts Center,Operating Support,Multidisciplinary,Creation,1.0,116.0,Tulsa,237394502.0,100.0,35.0,G,9,G,    ,GR16-20-5729-8816 ,-95.98986,36.159916,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
646,2020,2020OK00365,Oklahoma,OK,LUTHER HIGH SCHOOL (LUTHER PSD),18001 NE 206TH ST,luther,OK,73054,     ,5,WKTQEHTABVC,23,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,76.0,,,500,500,500,500,500,0.0,0,0,500,-1,M,Secondary School,Arts Instruction,Visual Arts,Learning,5.0,116.0,Oklahoma,736082124.0,-1.0,76.0,W,1,P,    ,GR13-20-5273-8186 ,-97.208694,35.681628,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
647,2020,2020OK00291,Oklahoma,OK,"LYRIC THEATRE OF OKLAHOMA, INC.",1727 NW 16TH ST,oklahoma city,OK,73106,     ,2,SMVWGM9LH9D,3,ART,3,,,3,3,Performing Arts  ,5,,1,Arts Ed: General,925,10,501070.0,,,2035,2035,2036,13899,13899,0.0,1018,1018,0,-1,M,Performing Group,Performance/Reading,Opera/Mus. Theatre,Learning,5.0,116.0,Oklahoma,731001687.0,925.0,501070.0,HW,1,PY,    ,GR3-20-5178-8056  ,-97.539893,35.48622,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
648,2020,2020OK00290,Oklahoma,OK,"LYRIC THEATRE OF OKLAHOMA, INC.",1727 NW 16TH ST,oklahoma city,OK,73106,     ,2,SMVWGM9LH9D,3,ART,3,,,3,3,Performing Arts  ,5,,1,Arts Ed: General,346,11,800.0,,,5427,5427,5428,37063,37063,0.0,2714,2714,0,-1,M,Performing Group,Performance/Reading,Opera/Mus. Theatre,Learning,5.0,116.0,Oklahoma,731001687.0,346.0,800.0,HW,1,PY,    ,GR3-20-5178-8055  ,-97.539893,35.48622,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
649,2020,2020OK00289,Oklahoma,OK,"LYRIC THEATRE OF OKLAHOMA, INC.",1727 NW 16TH ST,oklahoma city,OK,73106,     ,2,SMVWGM9LH9D,3,ART,3,,,3,3,Performing Arts  ,5,,99,Not Arts Ed,57734,451,52326.0,,,60380,60380,60380,412328,412328,0.0,20769,39611,0,-1,M,Performing Group,Performance/Reading,Opera/Mus. Theatre,Engagement,5.0,116.0,Oklahoma,731001687.0,57734.0,52326.0,W,3,G,    ,GR3-20-5178-8054  ,-97.539893,35.48622,1,99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
650,2020,2020OK00288,Oklahoma,OK,"LYRIC THEATRE OF OKLAHOMA, INC.",1727 NW 16TH ST,oklahoma city,OK,73106,     ,2,SMVWGM9LH9D,3,ART,3,,,3,3,Performing Arts  ,11,,2,Some AE: General,63585,94,87462.0,,,10000,10000,10000,10000,10000,0.0,10000,0,0,-1,M,Performing Group,Operating Support,Opera/Mus. Theatre,Creation,5.0,116.0,Oklahoma,731001687.0,63585.0,87462.0,BW,9,PY,    ,GR16-20-5677-8763 ,-97.539893,35.48622,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
651,2020,2020OK00307,Oklahoma,OK,MABEE-GERRER MUSEUM OF ART,1900 W MACARTHUR ST,shawnee,OK,74804,     ,2,TRJRDH2N9JF,8,ART,5,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,380,21,3148.0,,,6980,6980,6980,101630,101630,0.0,0,6980,0,-1,M,Art Museum,Arts Instruction,Visual Arts,Learning,5.0,116.0,Pottawatomie,731392868.0,380.0,3148.0,G,1,G,    ,GR3-20-5167-8029  ,-96.953355,35.367864,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
652,2020,2020OK00308,Oklahoma,OK,MABEE-GERRER MUSEUM OF ART,1900 W MACARTHUR ST,shawnee,OK,74804,     ,2,TRJRDH2N9JF,8,ART,5,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,174,5,12642.0,,,13960,13960,13960,203260,203260,0.0,10855,3105,0,-1,M,Art Museum,Arts Instruction,Visual Arts,Learning,5.0,116.0,Pottawatomie,731392868.0,174.0,12642.0,G,1,Y,    ,GR3-20-5167-8030  ,-96.953355,35.367864,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
653,2020,2020OK00305,Oklahoma,OK,MABEE-GERRER MUSEUM OF ART,1900 W MACARTHUR ST,shawnee,OK,74804,     ,2,TRJRDH2N9JF,8,ART,5,,,5,5,Visual Arts      ,11,,2,Some AE: General,8822,1,792.0,,,7500,7500,7500,7500,7500,0.0,7500,0,0,-1,M,Art Museum,Operating Support,Visual Arts,Creation,5.0,116.0,Pottawatomie,731392868.0,8822.0,792.0,G,9,G,    ,GR16-20-5666-8752 ,-96.953355,35.367864,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
654,2020,2020OK00306,Oklahoma,OK,MABEE-GERRER MUSEUM OF ART,1900 W MACARTHUR ST,shawnee,OK,74804,     ,2,TRJRDH2N9JF,8,ART,5,,,5,5,Visual Arts      ,6,,2,Some AE: General,18000,56,5435.0,,,13960,13960,13960,203260,203260,0.0,13960,0,0,-1,M,Art Museum,Exhibition,Visual Arts,Engagement,5.0,116.0,Pottawatomie,731392868.0,18000.0,5435.0,G,10304,G,    ,GR3-20-5167-8028  ,-96.953355,35.367864,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
655,2020,2020OK00409,Oklahoma,OK,MANGUM PUBLIC SCHOOL DISTRICT,400 N PENNSYLVANIA AVE,mangum,OK,73554,     ,5,ZQYJC2XXDXL,19,EDU,15,,,5,5,Visual Arts      ,20,,1,Arts Ed: General,25,1,1400.0,,,2500,2500,2500,4130,2500,0.0,0,2500,0,-1,OM,School District,School Residency,Visual Arts,Learning,3.0,116.0,Greer,736021103.0,25.0,1400.0,G,1,PY,    ,GR5-20-5243-8156  ,-99.504238,34.877724,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
656,2020,2020OK00410,Oklahoma,OK,MANGUM PUBLIC SCHOOL DISTRICT,400 N PENNSYLVANIA AVE,mangum,OK,73554,     ,5,ZQYJC2XXDXL,19,EDU,15,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,200.0,,,500,500,500,500,500,0.0,0,500,0,-1,OM,School District,Arts Instruction,Visual Arts,Learning,3.0,116.0,Greer,736021103.0,-1.0,200.0,HW,1,PY,    ,GR13-20-5329-8244 ,-99.504238,34.877724,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
657,2020,2020OK00313,Oklahoma,OK,MANNFORD HIGH SCHOOL (MANNFORD PSD),136 EVANS AVE,mannford,OK,74044,     ,5,TU8UAT5N2MN,23,EDU,14,,,5,5,Visual Arts      ,12,,1,Arts Ed: General,-1,-1,580.0,,,385,385,500,500,500,0.0,0,500,0,-1,M,Secondary School,Arts Instruction,Visual Arts,Learning,3.0,116.0,Creek,730792246.0,-1.0,580.0,G,1,G,    ,GR13-20-5327-8242 ,-96.351572,36.120179,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
658,2020,2020OK00047,Oklahoma,OK,MCCORD ELEMENTARY SCHOOL (MCCORD PSD),977 S MCCORD RD,ponca city,OK,74604,     ,5,E4PRVQMXY3P,21,EDU,14,,,2,2,Performing Arts  ,12,,1,Arts Ed: General,-1,-1,686.0,,,500,500,497,497,497,0.0,0,0,497,-1,OM,Elementary School,Arts Instruction,Music,Learning,3.0,116.0,Osage,731064973.0,-1.0,686.0,W,1,P,    ,GR13-20-5375-8291 ,-97.030884,36.666524,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
659,2020,2020OK00462,Oklahoma,OK,MCKINLEY ELEMENTARY (NORMAN PSD),131 S FLOOD AVE,norman,OK,73069,     ,5,20711842,21,EDU,14,,,2,2,Performing Arts  ,12,,1,Arts Ed: General,-1,-1,758.0,,,471,471,448,448,448,0.0,0,448,0,-1,M,Elementary School,Arts Instruction,Music,Learning,4.0,116.0,Cleveland,736021052.0,-1.0,758.0,W,1,PY,    ,GR13-20-5361-8277 ,-97.452428,35.21749,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
660,2020,2020OK00467,Oklahoma,OK,"METROPOLITAN SCHOOL OF DANCE, INC.",PO BOX 14744,oklahoma city,OK,73113,     ,2,808771174,48,ART,1,,,1,1,Performing Arts  ,11,,1,Arts Ed: General,177,13,1860.0,,,2500,2500,2500,2500,2500,0.0,2500,0,0,-1,M,School of the Arts,Operating Support,Dance,Creation,5.0,116.0,Oklahoma,731365192.0,177.0,1860.0,BHW,10203,DPY,    ,GR16-20-5684-8770 ,-97.5137,35.4676,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
661,2020,2020OK00463,Oklahoma,OK,"METROPOLITAN SCHOOL OF DANCE, INC.",PO BOX 14744,oklahoma city,OK,73113,     ,2,808771174,48,ART,1,,,1,1,Performing Arts  ,12,,1,Arts Ed: General,3420,8,7411.0,,,15915,7000,7000,51065,28115,15950.0,0,7000,0,-1,M,School of the Arts,Arts Instruction,Dance,Learning,5.0,116.0,Oklahoma,731365192.0,3420.0,7411.0,BHW,1020304,DPY,    ,GR2-20-5005-7742  ,-97.5137,35.4676,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
